Điện Máy Xanh - Điện máy Xanh Xã Thạnh Mỹ Tây,"Điện máy Xanh Xã Thạnh Mỹ Tây, Huyện Châu Phú, Tỉnh An Giang, Việt Nam",POINT (105.14470672607422 10.54157543182373),9036
Điện Máy Xanh - Điện máy Xanh Xã Vĩnh Thạnh Trung,"Điện máy Xanh Xã Vĩnh Thạnh Trung, Tỉnh An Giang, Việt Nam",POINT (105.21192932128906 10.613884925842285),10385
Thế Giới Di Động - Thế giới di động Quốc Lộ 91,"Thế giới di động Quốc Lộ 91, ấp Bình Hòa, Xã Châu Phú, Tỉnh An Giang, Việt Nam",POINT (105.24334716796875 10.568968772888184),425
Điện Máy Xanh - Điện máy Xanh QL 91 ấp Hòa Long 4,"Điện máy Xanh QL 91 ấp Hòa Long 4, Xã An Châu, Tỉnh An Giang, Việt Nam",POINT (105.38532257080078 10.444217681884766),2009
Điện Máy Xanh - Điện máy Xanh Xã Bình Hòa,"Điện máy Xanh Xã Bình Hòa, Tỉnh An Giang, Việt Nam",POINT (105.34394073486328 10.461181640625),5277
Điện Máy Xanh - Điện máy Xanh Tỉnh lộ 941,"Điện máy Xanh Tỉnh lộ 941, Ấp Cần Thạnh, Xã Cần Đăng, Tỉnh An Giang, Việt Nam",POINT (105.29592895507812 10.456707000732422),2395
Điện Máy Xanh - Điện máy Xanh 175 tỉnh lộ 941,"Điện máy Xanh 175 tỉnh lộ 941, Ấp Vĩnh Lộc, Xã Vĩnh An, Tỉnh An Giang, Việt Nam",POINT (105.17240905761719 10.442686080932617),2661
Thế Giới Di Động - Thế giới di động Số 391,"Thế giới di động Số 391, Quốc Lộ 91, Ấp Hòa Long 1, Xã An Châu, Tỉnh An Giang, Việt Nam",POINT (105.38712310791016 10.44317626953125),1055
Thế Giới Di Động - Thế giới di động Tổ 39,"Thế giới di động Tổ 39, A. Bình Phú 1, Xã Châu Thành, Tỉnh An Giang, Việt Nam",POINT (105.3424301147461 10.463074684143066),2039
Điện Máy Xanh - Điện máy Xanh Số 02 Tỉnh lộ 942,"Điện máy Xanh Số 02 Tỉnh lộ 942, Ấp Long Hòa, Thị Trấn Chợ Mới, Huyện Chợ Mới, Tỉnh An Giang, Việt Nam",POINT (105.40400695800781 10.550674438476562),649
Điện Máy Xanh - Điện máy Xanh DT942,"Điện máy Xanh DT942, Xã Hội An, Tỉnh An Giang, Việt Nam",POINT (105.55011749267578 10.432832717895508),1109
Điện Máy Xanh - Điện máy Xanh Tỉnh lộ 942,"Điện máy Xanh Tỉnh lộ 942, Xã Long Điền, Tỉnh An Giang, Việt Nam",POINT (105.4922103881836 10.505828857421875),2294
Điện Máy Xanh - Điện máy Xanh Xã Hội An,"Điện máy Xanh Xã Hội An, Tỉnh An Giang, Việt Nam",POINT (105.45694732666016 10.39138412475586),8829
Điện Máy Xanh - Điện máy Xanh Ấp Long Tân,"Điện máy Xanh Ấp Long Tân, Xã Long Điền, Tỉnh An Giang, Việt Nam",POINT (105.4593734741211 10.485113143920898),13917
Điện Máy Xanh - Điện máy Xanh Ấp Mỹ Hội,"Điện máy Xanh Ấp Mỹ Hội, Xã Nhơn Mỹ, Tỉnh An Giang, Việt Nam",POINT (105.33076477050781 10.541247367858887),7769
Điện Máy Xanh - Điện máy Xanh Ấp Kiến Hưng 1,"Điện máy Xanh Ấp Kiến Hưng 1, Xã Chợ Mới, Tỉnh An Giang, Việt Nam",POINT (105.43192291259766 10.507746696472168),8743
Thế Giới Di Động - Thế giới di động Số 191-193,"Thế giới di động Số 191-193, Tỉnh Lộ 942, Ấp Thị 2, Xã Long Điền, Tỉnh An Giang, Việt Nam",POINT (105.48979187011719 10.508173942565918),1132
Thế Giới Di Động - Thế giới di động Nguyễn Hữu Cảnh,"Thế giới di động Nguyễn Hữu Cảnh, ấp Long Hòa (ngay ngã tư đèn xanh đèn đỏ), Xã Chợ Mới, Tỉnh An Giang, Việt Nam",POINT (105.40351867675781 10.54754638671875),2310
Điện Máy Xanh - Điện máy Xanh 129 Trần Hưng Đạo,"Điện máy Xanh 129 Trần Hưng Đạo, Phường Long Xuyên, Tỉnh An Giang, Việt Nam",POINT (105.4422378540039 10.374751091003418),908
Điện Máy Xanh - Điện máy Xanh Đường Trần Hưng Đạo,"Điện máy Xanh Đường Trần Hưng Đạo, Phường Mỹ Thới, Tỉnh An Giang, Việt Nam",POINT (105.46266174316406 10.349666595458984),1760
Điện Máy Xanh - Điện máy Xanh 327 Bạch Đằng,"Điện máy Xanh 327 Bạch Đằng, Ấp An Thịnh, Xã An Phú, Tỉnh An Giang, Việt Nam",POINT (105.09310913085938 10.814332962036133),2232
Điện Máy Xanh - Điện máy Xanh Ấp Mỹ Hòa,"Điện máy Xanh Ấp Mỹ Hòa, Xã Nhơn Mỹ, Tỉnh An Giang, Việt Nam",POINT (105.3794174194336 10.466517448425293),8012
Điện Máy Xanh - Điện máy Xanh Ấp Tây Bình,"Điện máy Xanh Ấp Tây Bình, Xã Vĩnh Trạch, Tỉnh An Giang, Việt Nam",POINT (105.31620025634766 10.351386070251465),7726
Điện Máy Xanh - Điện máy Xanh Xã Nhơn Mỹ,"Điện máy Xanh Xã Nhơn Mỹ, Tỉnh An Giang, Việt Nam",POINT (105.44818115234375 10.4586820602417),9261
Thế Giới Di Động - Thế giới di động 170A Trần Hưng Đạo,"Thế giới di động 170A Trần Hưng Đạo, Phường Long Xuyên, Tỉnh An Giang, Việt Nam",POINT (105.44039154052734 10.377074241638184),165
Thế Giới Di Động - Thế giới di động 589 Trần Hưng Đạo (đối diện bến xe Bình Khánh cũ),"Thế giới di động 589 Trần Hưng Đạo (đối diện bến xe Bình Khánh cũ), Phường Bình Đức, Tỉnh An Giang, Việt Nam",POINT (105.42545318603516 10.39461898803711),2447
Thế Giới Di Động - Thế giới di động Số 820 Hà Hoàng Hổ,"Thế giới di động Số 820 Hà Hoàng Hổ, Phường Long Xuyên, Tỉnh An Giang, Việt Nam",POINT (105.4316635131836 10.378005981445312),1056
Thế Giới Di Động - Thế giới di động Xã Phú Hòa,"Thế giới di động Xã Phú Hòa, Tỉnh An Giang, Việt Nam",POINT (105.37462615966797 10.358370780944824),10810
Điện Máy Xanh - Điện máy Xanh 15 Tôn Đức Thắng,"Điện máy Xanh 15 Tôn Đức Thắng, ấp Mỹ Lương, Xã Phú Tân, Tỉnh An Giang, Việt Nam",POINT (105.35315704345703 10.59689712524414),1779
Điện Máy Xanh - Điện máy Xanh ĐT 954,"Điện máy Xanh ĐT 954, Ấp Phú Xương, Xã Chợ Vàm, Tỉnh An Giang, Việt Nam",POINT (105.34455108642578 10.713942527770996),2312
Điện Máy Xanh - Điện máy Xanh Xã Phú Tân,"Điện máy Xanh Xã Phú Tân, Tỉnh An Giang, Việt Nam",POINT (105.30994415283203 10.592056274414062),8029
Điện Máy Xanh - Điện máy Xanh Ấp Phú Mỹ Thượng,"Điện máy Xanh Ấp Phú Mỹ Thượng, Xã Phú An, Tỉnh An Giang, Việt Nam",POINT (105.33486938476562 10.647721290588379),12346
Thế Giới Di Động - Thế giới di động 181 Phú Mỹ,"Thế giới di động 181 Phú Mỹ, Xã Phú Tân, Tỉnh An Giang, Việt Nam",POINT (105.35717010498047 10.57744312286377),12929
Điện Máy Xanh - Điện máy Xanh 261-265 Trần Phú,"Điện máy Xanh 261-265 Trần Phú, Khóm Long Thạnh D, Phường Tân Châu, Tỉnh An Giang, Việt Nam",POINT (105.2376937866211 10.795982360839844),1417
Điện Máy Xanh - Điện máy Xanh Xã Hòa Lạc,"Điện máy Xanh Xã Hòa Lạc, Tỉnh An Giang, Việt Nam",POINT (105.21661376953125 10.66626262664795),7698
Điện Máy Xanh - Điện máy Xanh Ấp Long Hiệp,"Điện máy Xanh Ấp Long Hiệp, Xã Tân An, Tỉnh An Giang, Việt Nam",POINT (105.20650482177734 10.802675247192383),8156
Điện Máy Xanh - Điện máy Xanh Xã Phú Hữu,"Điện máy Xanh Xã Phú Hữu, Tỉnh An Giang, Việt Nam",POINT (105.09691619873047 10.872111320495605),15909
Điện Máy Xanh - Điện máy Xanh Xã Tân An,"Điện máy Xanh Xã Tân An, Tỉnh An Giang, Việt Nam",POINT (105.18424987792969 10.84066104888916),9227
Thế Giới Di Động - Thế giới di động Số 1 đường Trần Hưng Đạo,"Thế giới di động Số 1 đường Trần Hưng Đạo, khóm Long Thạnh A, Phường Tân Châu, Tỉnh An Giang, Việt Nam",POINT (105.25238037109375 10.798349380493164),2159
Thế Giới Di Động - Thế giới di động 7 Nguyễn Văn Linh,"Thế giới di động 7 Nguyễn Văn Linh, Phường Tân Châu, Tỉnh An Giang, Việt Nam",POINT (105.24810791015625 10.797697067260742),673
Điện Máy Xanh - Điện máy Xanh Xã Phú Tân,"Điện máy Xanh Xã Phú Tân, Tỉnh An Giang, Việt Nam",POINT (105.31282043457031 10.56006145477295),8992
Điện Máy Xanh - Điện máy Xanh Số 77/4 Trần Phú,"Điện máy Xanh Số 77/4 Trần Phú, Xã Phú Hòa, Tỉnh An Giang, Việt Nam",POINT (105.37631225585938 10.359586715698242),1330
Điện Máy Xanh - Điện máy Xanh Đường Nguyễn Huệ,"Điện máy Xanh Đường Nguyễn Huệ, Ấp Bắc Sơn, Xã Thoại Sơn, Tỉnh An Giang, Việt Nam",POINT (105.26687622070312 10.26736068725586),1761
Điện Máy Xanh - Điện máy Xanh 483 Nguyễn Thị Hạnh,"Điện máy Xanh 483 Nguyễn Thị Hạnh, ấp Tân Hiệp A, Xã Óc Eo, Tỉnh An Giang, Việt Nam",POINT (105.15558624267578 10.254521369934082),1967
Điện Máy Xanh - Điện máy Xanh Ấp Sơn Tân,"Điện máy Xanh Ấp Sơn Tân, Xã Óc Eo, Tỉnh An Giang, Việt Nam",POINT (105.20116424560547 10.262832641601562),7697
Thế Giới Di Động - Thế giới di động Xã Thoại Sơn,"Thế giới di động Xã Thoại Sơn, Tỉnh An Giang, Việt Nam",POINT (105.26752471923828 10.269227027893066),9033
Điện Máy Xanh - Điện máy Xanh Số 20B (Chi Lăng),"Điện máy Xanh Số 20B (Chi Lăng), Số 20B, Khu đất A, Lô đất số E1, Phường Chi Lăng, Tỉnh An Giang, Việt Nam",POINT (105.02574920654297 10.533611297607422),15907
Điện Máy Xanh - Điện máy Xanh Số 474-476 Hữu Nghị,"Điện máy Xanh Số 474-476 Hữu Nghị, khóm Xuân Hoà, Phường Tịnh Biên, Tỉnh An Giang, Việt Nam",POINT (104.94673156738281 10.603536605834961),1371
Điện Máy Xanh - Điện máy Xanh Số 305-307/19 khóm Thới Hòa,"Điện máy Xanh Số 305-307/19 khóm Thới Hòa, Phường Thới Sơn, Tỉnh An Giang, Việt Nam",POINT (105.00274658203125 10.62125015258789),1780
Điện Máy Xanh - Điện máy Xanh Xã Núi Cấm,"Điện máy Xanh Xã Núi Cấm, Tỉnh An Giang, Việt Nam",POINT (105.02367401123047 10.482008934020996),10962
Điện Máy Xanh - Điện máy Xanh Số 249 Tổ 11 Đường Ngô Tự Lợi,"Điện máy Xanh Số 249 Tổ 11 Đường Ngô Tự Lợi, Khóm An Hòa A, Xã Ba Chúc, Tỉnh An Giang, Việt Nam",POINT (104.90946960449219 10.493048667907715),1545
Điện Máy Xanh - Điện máy Xanh Xã Tri Tôn,"Điện máy Xanh Xã Tri Tôn, Tỉnh An Giang, Việt Nam",POINT (105.0014877319336 10.428994178771973),1678
Điện Máy Xanh - Điện máy Xanh Xã Cô Tô,"Điện máy Xanh Xã Cô Tô, Tỉnh An Giang, Việt Nam",POINT (105.01598358154297 10.364110946655273),7904
Điện Máy Xanh - Điện máy Xanh Xã Vĩnh Gia,"Điện máy Xanh Xã Vĩnh Gia, Tỉnh An Giang, Việt Nam",POINT (104.90277099609375 10.409582138061523),8231
Điện Máy Xanh - Điện máy Xanh Xã Cô Tô,"Điện máy Xanh Xã Cô Tô, Tỉnh An Giang, Việt Nam",POINT (105.1104736328125 10.435466766357422),7941
Điện Máy Xanh - Điện máy Xanh Ấp Vĩnh Hiệp,"Điện máy Xanh Ấp Vĩnh Hiệp, Xã Vĩnh Gia, Tỉnh An Giang, Việt Nam",POINT (104.79269409179688 10.506269454956055),7931
Thế Giới Di Động - Thế giới di động 79 Trần Hưng Đạo,"Thế giới di động 79 Trần Hưng Đạo, Khóm 2, Xã Tri Tôn, Tỉnh An Giang, Việt Nam",POINT (105.00135803222656 10.42427921295166),611
Điện Máy Xanh - Điện máy Xanh Số 2 tổ 64,"Điện máy Xanh Số 2 tổ 64, ấp Trung Thành, Xã Bình Giã, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.28018188476562 10.696953773498535),12606
Điện Máy Xanh - Điện máy Xanh Xã Xuân Sơn,"Điện máy Xanh Xã Xuân Sơn, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.32930755615234 10.64727783203125),9183
Thế Giới Di Động - Thế giới di động 313 - 315 Hùng Vương,"Thế giới di động 313 - 315 Hùng Vương, KP. 02 (cách vòng xoay Ngãi Giao 130m), Xã Ngãi Giao, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.24591064453125 10.648404121398926),288
Điện Máy Xanh - Điện máy Xanh Xã Ngãi Giao,"Điện máy Xanh Xã Ngãi Giao, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.20863342285156 10.589299201965332),7833
Điện Máy Xanh - Điện máy Xanh 230 Hùng Vương,"Điện máy Xanh 230 Hùng Vương, Xã Ngãi Giao, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.2463607788086 10.647113800048828),1655
Điện Máy Xanh - Điện máy Xanh Số 09 Quốc Lộ 55,"Điện máy Xanh Số 09 Quốc Lộ 55, Phước Sơn, Xã Đất Đỏ, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.26995086669922 10.4899263381958),1148
Điện Máy Xanh - Điện máy Xanh 148 Võ Thị Sáu,"Điện máy Xanh 148 Võ Thị Sáu, KP. Long Bình, Xã Long Điền, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.2105712890625 10.483790397644043),2894
Thế Giới Di Động - Thế giới di động 270 Võ Thị Sáu,"Thế giới di động 270 Võ Thị Sáu, KP.Long Tân, Xã Long Điền, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.21492767333984 10.484599113464355),379
Điện Máy Xanh - Điện máy Xanh Đường Võ Thị Sáu,"Điện máy Xanh Đường Võ Thị Sáu, Khu phố Phước Trung, Xã Phước Hải, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.29243469238281 10.427115440368652),7876
Thế Giới Di Động - Thế giới di động Số 9,"Thế giới di động Số 9, ô 5/10, khu phố Hải Lạc, Xã Phước Hải, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.29100799560547 10.422327041625977),11152
Điện Máy Xanh - Điện máy Xanh 03 Tỉnh Lộ 44,"Điện máy Xanh 03 Tỉnh Lộ 44, Xã Long Hải, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.21984100341797 10.409989356994629),1731
Thế Giới Di Động - Thế giới di động 35 Đường Ven Biển,"Thế giới di động 35 Đường Ven Biển, Xã Long Hải, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.2005844116211 10.414051055908203),7622
Thế Giới Di Động - Thế giới di động C44 Ấp Phước Lộc,"Thế giới di động C44 Ấp Phước Lộc, Xã Long Hải, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.22071838378906 10.408123016357422),358
Điện Máy Xanh - Điện máy Xanh Đường Hương Lộ 5,"Điện máy Xanh Đường Hương Lộ 5, tổ 6, ấp Phước Thuận, Xã Long Hải, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.18901824951172 10.406488418579102),2486
Điện Máy Xanh - Điện máy Xanh 48 Huỳnh Minh Thạnh,"Điện máy Xanh 48 Huỳnh Minh Thạnh, Xã Hồ Tràm, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.39964294433594 10.533425331115723),1413
Điện Máy Xanh - Điện máy Xanh Số 13/1 Ấp Thanh Bình 3,"Điện máy Xanh Số 13/1 Ấp Thanh Bình 3, Xã Bình Châu, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.5477066040039 10.555168151855469),1978
Điện Máy Xanh - Điện máy Xanh 02/01 Ấp Nhân Tiến,"Điện máy Xanh 02/01 Ấp Nhân Tiến, Xã Xuyên Mộc, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.42342376708984 10.565300941467285),2739
Điện Máy Xanh - Điện máy Xanh Đường ĐT 328,"Điện máy Xanh Đường ĐT 328, Xã Hòa Hội, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.37223815917969 10.626753807067871),7623
Điện Máy Xanh - Điện máy Xanh Đường 329,"Điện máy Xanh Đường 329, Ấp Phú Bình, Xã Hòa Hiệp, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.501953125 10.689982414245605),7733
Điện Máy Xanh - Điện máy Xanh Đường 328 ấp 2 Đông,"Điện máy Xanh Đường 328 ấp 2 Đông, Xã Bàu Lâm, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.38896942138672 10.68759536743164),8957
Thế Giới Di Động - Thế giới di động Số 219/6 Khu phố Phước Hòa,"Thế giới di động Số 219/6 Khu phố Phước Hòa, Xã Hồ Tràm, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.3989028930664 10.53486442565918),691
Điện Máy Xanh - Điện máy Xanh 25 Nguyễn Hữu Thọ,"Điện máy Xanh 25 Nguyễn Hữu Thọ, Khu phố 2, Phường Bà Rịa, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.17329406738281 10.491931915283203),271
Điện Máy Xanh - Điện máy Xanh Đường Tỉnh lộ 52,"Điện máy Xanh Đường Tỉnh lộ 52, Phường Tam Long, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.20451354980469 10.521181106567383),7699
Thế Giới Di Động - Thế giới di động Số 192 - 194 Nguyễn Thanh Đằng,"Thế giới di động Số 192 - 194 Nguyễn Thanh Đằng, khu phố 5, Phường Bà Rịa, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.17279052734375 10.49924087524414),1353
Thế Giới Di Động - Thế giới di động 267A Đường CMT8,"Thế giới di động 267A Đường CMT8, KP 5, Phường Bà Rịa, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.17279052734375 10.495436668395996),222
Thế Giới Di Động - Thế giới di động Số 602 đường Phạm Hùng,"Thế giới di động Số 602 đường Phạm Hùng, Phường Bà Rịa, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.1876220703125 10.491037368774414),1288
Điện Máy Xanh - Điện máy Xanh 155 Nguyễn Thái Học,"Điện máy Xanh 155 Nguyễn Thái Học, Phường Tam Thắng, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.0847396850586 10.367315292358398),915
Điện Máy Xanh - Điện máy Xanh 330 Bình Giã,"Điện máy Xanh 330 Bình Giã, Phường Tam Thắng, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.09367370605469 10.362825393676758),554
Điện Máy Xanh - Điện máy Xanh 450 Đường 30/4,"Điện máy Xanh 450 Đường 30/4, Phường Rạch Dừa, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.11175537109375 10.397968292236328),11362
Điện Máy Xanh - Điện máy Xanh Thôn 10,"Điện máy Xanh Thôn 10, Xã Long Sơn, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.09147644042969 10.464771270751953),9470
Thế Giới Di Động - Thế giới di động 21 Hoàng Hoa Thám,"Thế giới di động 21 Hoàng Hoa Thám, Phường Vũng Tàu, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.08056640625 10.3404541015625),1271
Thế Giới Di Động - Thế giới di động 290 Trương Công Định,"Thế giới di động 290 Trương Công Định, Phường Tam Thắng, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.08512878417969 10.355101585388184),111
Thế Giới Di Động - Thế giới di động 386-388-390 Lê Lợi,"Thế giới di động 386-388-390 Lê Lợi, Phường Tam Thắng, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.07669830322266 10.369830131530762),2042
Thế Giới Di Động - Thế giới di động 454 – 456 đường 30/4,"Thế giới di động 454 – 456 đường 30/4, Phường Rạch Dừa, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.11214447021484 10.398016929626465),275
Thế Giới Di Động - Thế giới di động Số 570 Đường 30/4 (Vòng Xoay Đông Xuyên),"Thế giới di động Số 570 Đường 30/4 (Vòng Xoay Đông Xuyên), Phường Rạch Dừa, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.11685943603516 10.399585723876953),618
Điện Máy Xanh - Điện máy Xanh Ấp Mỹ Huề,"Điện máy Xanh Ấp Mỹ Huề, Xã Nhơn Mỹ, Thành phố Cần Thơ, Việt Nam",POINT (106.0369873046875 9.781282424926758),7703
Thế Giới Di Động - Thế giới di động 974-976 đường 30/04,"Thế giới di động 974-976 đường 30/04, Phường Phước Thắng, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.13358306884766 10.409439086914062),2147
Thế Giới Di Động - Thế giới di động Quốc Lộ 51,"Thế giới di động Quốc Lộ 51, ấp Thị Vải, Phường Phú Mỹ, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.05474853515625 10.623574256896973),238
Điện Máy Xanh - Điện máy Xanh 01 Nguyễn Văn Linh,"Điện máy Xanh 01 Nguyễn Văn Linh, Phường Phú Mỹ, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.0544204711914 10.599903106689453),896
Điện Máy Xanh - Điện máy Xanh Tổ 1,"Điện máy Xanh Tổ 1, ấp Phước Hưng, Phường Phú Mỹ, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.04141235351562 10.649325370788574),1256
Điện Máy Xanh - Điện máy Xanh Quốc Lộ 51,"Điện máy Xanh Quốc Lộ 51, Phường Phú Mỹ, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.05433654785156 10.624311447143555),1791
Điện Máy Xanh - Điện máy Xanh Tổ 10,"Điện máy Xanh Tổ 10, Thôn Tân Long, Xã Châu Pha, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.14891815185547 10.586055755615234),9442
Điện Máy Xanh - Điện máy Xanh Quốc lộ 51,"Điện máy Xanh Quốc lộ 51, khu 3, ấp Ông Trịnh, Phường Tân Phước, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.06086730957031 10.562503814697266),1963
Điện Máy Xanh - Điện máy Xanh Tổ 7,"Điện máy Xanh Tổ 7, Thôn Phước Tấn, Xã Tân Hòa, Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu, Việt Nam",POINT (107.08570098876953 10.518473625183105),9106
Điện Máy Xanh - Điện máy Xanh Khu phố 2,"Điện máy Xanh Khu phố 2, Phường Tân Thành, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.12309265136719 10.642657279968262),2574
Điện Máy Xanh - Điện máy Xanh Đường Võ Văn Kiệt,"Điện máy Xanh Đường Võ Văn Kiệt, Tổ 4, khu phố Trảng Cát, Phường Tân Thành, Thành phố Hồ Chí Minh, Việt Nam",POINT (107.0901107788086 10.640695571899414),9988
Điện Máy Xanh - Điện máy Xanh Sô 8 đường DH 746,"Điện máy Xanh Sô 8 đường DH 746, ấp Bằng Lăng, Xã Bắc Tân Uyên, Thành phố Hồ Chí Minh, Việt Nam",POINT (106.86752319335938 11.17635440826416),12124
Điện Máy Xanh - Điện máy Xanh Đường DH411,"Điện máy Xanh Đường DH411, Khu phố 2, Xã Bắc Tân Uyên, Thành phố Hồ Chí Minh, Việt Nam",POINT (106.84400939941406 11.149222373962402),7700
Điện Máy Xanh - Điện máy Xanh Số 133 đường DT746 tổ 7 ấp 2,"Điện máy Xanh Số 133 đường DT746 tổ 7 ấp 2, Xã Thường Tân, Thành phố Hồ Chí Minh, Việt Nam",POINT (106.92035675048828 11.055427551269531),10512
Điện Máy Xanh - Điện máy Xanh Đường D1,"Điện máy Xanh Đường D1, Tổ 01, Khu phố Đồng Sổ, Xã Bàu Bàng, Thành phố Hồ Chí Minh, Việt Nam",POINT (106.6365966796875 11.240653038024902),4815
Điện Máy Xanh - Điện máy Xanh Số 209 đường HL612 ấp 03,"Điện máy Xanh Số 209 đường HL612 ấp 03, Phường Chánh Phú Hòa, Thành phố Hồ Chí Minh, Việt Nam",POINT (106.69635772705078 11.237716674804688),9181
